,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar
233,"Korea, Rep.",2017,% of population with digital finance account - registered,95.0,5.7405,True,Digital Payments
236,Kuwait,2017,% of population with digital finance account - registered,80.0,4.992000000000001,True,Digital Payments
239,Latin America & Caribbean (excluding high income),2017,% of population with digital finance account - registered,53.0,3.6447000000000003,True,Digital Payments
241,Lao PDR,2017,% of population with digital finance account - registered,29.0,2.4471,True,Digital Payments
244,Lebanon,2017,% of population with digital finance account - registered,45.0,3.2455000000000003,True,Digital Payments
246,Liberia,2017,% of population with digital finance account - registered,22.0,2.0978000000000003,True,Digital Payments
247,Libya,2017,% of population with digital finance account - registered,66.0,4.2934,True,Digital Payments
250,Latin America & Caribbean,2017,% of population with digital finance account - registered,54.0,3.6946000000000003,True,Digital Payments
253,Low income,2017,% of population with digital finance account - registered,24.0,2.1976,True,Digital Payments
256,Sri Lanka,2017,% of population with digital finance account - registered,74.0,4.6926000000000005,True,Digital Payments
259,Lower middle income,2017,% of population with digital finance account - registered,56.0,3.7944,True,Digital Payments
262,Developing,2017,% of population with digital finance account - registered,61.0,4.0439,True,Digital Payments
264,Lesotho,2017,% of population with digital finance account - registered,33.0,2.6467,True,Digital Payments
267,Lithuania,2017,% of population with digital finance account - registered,83.0,5.1417,True,Digital Payments
270,Luxembourg,2017,% of population with digital finance account - registered,99.0,5.9401,True,Digital Payments
273,Latvia,2017,% of population with digital finance account - registered,93.0,5.6407,True,Digital Payments
274,Morocco,2017,% of population with digital finance account - registered,28.0,2.3971999999999998,True,Digital Payments
277,Moldova,2017,% of population with digital finance account - registered,44.0,3.1956,True,Digital Payments
280,Madagascar,2017,% of population with digital finance account - registered,10.0,1.499,True,Digital Payments
282,Middle East & North Africa,2017,% of population with digital finance account - registered,47.0,3.3453,True,Digital Payments
285,Mexico,2017,% of population with digital finance account - registered,35.0,2.7465,True,Digital Payments
288,Middle income,2017,% of population with digital finance account - registered,64.0,4.1936,True,Digital Payments
291,"Macedonia, FYR",2017,% of population with digital finance account - registered,77.0,4.8423,True,Digital Payments
294,Mali,2017,% of population with digital finance account - registered,18.0,1.8982,True,Digital Payments
297,Malta,2017,% of population with digital finance account - registered,97.0,5.8403,True,Digital Payments
299,Myanmar,2017,% of population with digital finance account - registered,26.0,2.2974,True,Digital Payments
301,Middle East & North Africa (excluding high income),2017,% of population with digital finance account - registered,43.0,3.1457,True,Digital Payments
304,Montenegro,2017,% of population with digital finance account - registered,68.0,4.3932,True,Digital Payments
307,Mongolia,2017,% of population with digital finance account - registered,93.0,5.6407,True,Digital Payments
308,Mozambique,2017,% of population with digital finance account - registered,33.0,2.6467,True,Digital Payments
311,Mauritania,2017,% of population with digital finance account - registered,19.0,1.9481000000000002,True,Digital Payments
314,Mauritius,2017,% of population with digital finance account - registered,89.0,5.4411000000000005,True,Digital Payments
317,Malawi,2017,% of population with digital finance account - registered,23.0,2.1477000000000004,True,Digital Payments
320,Malaysia,2017,% of population with digital finance account - registered,85.0,5.2415,True,Digital Payments
323,North America,2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
325,Namibia,2017,% of population with digital finance account - registered,77.0,4.8423,True,Digital Payments
328,Niger,2017,% of population with digital finance account - registered,10.0,1.499,True,Digital Payments
331,Nigeria,2017,% of population with digital finance account - registered,39.0,2.9461000000000004,True,Digital Payments
334,Nicaragua,2017,% of population with digital finance account - registered,28.0,2.3971999999999998,True,Digital Payments
337,Netherlands,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
339,Norway,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
342,Nepal,2017,% of population with digital finance account - registered,45.0,3.2455000000000003,True,Digital Payments
345,New Zealand,2017,% of population with digital finance account - registered,99.0,5.9401,True,Digital Payments
348,High income: OECD,2017,% of population with digital finance account - registered,95.0,5.7405,True,Digital Payments
352,Pakistan,2017,% of population with digital finance account - registered,18.0,1.8982,True,Digital Payments
355,Panama,2017,% of population with digital finance account - registered,46.0,3.2954000000000003,True,Digital Payments
358,Peru,2017,% of population with digital finance account - registered,42.0,3.0958,True,Digital Payments
361,Philippines,2017,% of population with digital finance account - registered,32.0,2.5968,True,Digital Payments
364,Poland,2017,% of population with digital finance account - registered,87.0,5.3413,True,Digital Payments
368,Portugal,2017,% of population with digital finance account - registered,92.0,5.590800000000001,True,Digital Payments
370,Paraguay,2017,% of population with digital finance account - registered,31.0,2.5469,True,Digital Payments
373,West Bank and Gaza,2017,% of population with digital finance account - registered,25.0,2.2475,True,Digital Payments
377,Romania,2017,% of population with digital finance account - registered,58.0,3.8942,True,Digital Payments
380,Russian Federation,2017,% of population with digital finance account - registered,76.0,4.792400000000001,True,Digital Payments
383,Rwanda,2017,% of population with digital finance account - registered,37.0,2.8463000000000003,True,Digital Payments
386,South Asia,2017,% of population with digital finance account - registered,68.0,4.3932,True,Digital Payments
389,Saudi Arabia,2017,% of population with digital finance account - registered,72.0,4.5928,True,Digital Payments
394,Senegal,2017,% of population with digital finance account - registered,20.0,1.9980000000000002,True,Digital Payments
397,Singapore,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
400,Sierra Leone,2017,% of population with digital finance account - registered,12.0,1.5988,True,Digital Payments
403,El Salvador,2017,% of population with digital finance account - registered,29.0,2.4471,True,Digital Payments
407,Serbia,2017,% of population with digital finance account - registered,71.0,4.5429,True,Digital Payments
410,Sub-Saharan Africa (excluding high income),2017,% of population with digital finance account - registered,33.0,2.6467,True,Digital Payments
411,South Sudan,2017,% of population with digital finance account - registered,9.0,1.4491,True,Digital Payments
414,Sub-Saharan Africa,2017,% of population with digital finance account - registered,33.0,2.6467,True,Digital Payments
417,Slovak Republic,2017,% of population with digital finance account - registered,84.0,5.1916,True,Digital Payments
420,Slovenia,2017,% of population with digital finance account - registered,98.0,5.8902,True,Digital Payments
423,Sweden,2017,% of population with digital finance account - registered,100.0,5.99,True,Digital Payments
428,Chad,2017,% of population with digital finance account - registered,9.0,1.4491,True,Digital Payments
431,Togo,2017,% of population with digital finance account - registered,34.0,2.6966,True,Digital Payments
434,Thailand,2017,% of population with digital finance account - registered,81.0,5.0419,True,Digital Payments
437,Tajikistan,2017,% of population with digital finance account - registered,47.0,3.3453,True,Digital Payments
439,Turkmenistan,2017,% of population with digital finance account - registered,41.0,3.0459,True,Digital Payments
441,Trinidad and Tobago,2017,% of population with digital finance account - registered,81.0,5.0419,True,Digital Payments
443,Tunisia,2017,% of population with digital finance account - registered,37.0,2.8463000000000003,True,Digital Payments
446,Turkey,2017,% of population with digital finance account - registered,68.0,4.3932,True,Digital Payments
449,"Taiwan, China",2017,% of population with digital finance account - registered,94.0,5.6906,True,Digital Payments
452,Tanzania,2017,% of population with digital finance account - registered,21.0,2.0479000000000003,True,Digital Payments
455,Uganda,2017,% of population with digital finance account - registered,33.0,2.6467,True,Digital Payments
458,Ukraine,2017,% of population with digital finance account - registered,63.0,4.1437,True,Digital Payments
461,Upper middle income,2017,% of population with digital finance account - registered,73.0,4.6427000000000005,True,Digital Payments
464,Uruguay,2017,% of population with digital finance account - registered,64.0,4.1936,True,Digital Payments
467,United States,2017,% of population with digital finance account - registered,93.0,5.6407,True,Digital Payments
470,Uzbekistan,2017,% of population with digital finance account - registered,37.0,2.8463000000000003,True,Digital Payments
473,"Venezuela, RB",2017,% of population with digital finance account - registered,73.0,4.6427000000000005,True,Digital Payments
476,Vietnam,2017,% of population with digital finance account - registered,30.0,2.497,True,Digital Payments
479,World,2017,% of population with digital finance account - registered,67.0,4.343300000000001,True,Digital Payments
482,Kosovo,2017,% of population with digital finance account - registered,52.0,3.5948,True,Digital Payments
487,South Africa,2017,% of population with digital finance account - registered,67.0,4.343300000000001,True,Digital Payments
490,Zambia,2017,% of population with digital finance account - registered,36.0,2.7964,True,Digital Payments
493,Zimbabwe,2017,% of population with digital finance account - registered,28.0,2.3971999999999998,True,Digital Payments
